Customer_ID,Gender,Age,Signup_Date,Last_Purchase,Total_Spend,Payment_Method,Subscription_Type,Contract,Support_Calls,Monthly_Visits,Churn
204.0,F,,2024-03-06 19:48:53.716875,2024-04-11 19:48:53.723980,1713.21,PayPal,Premium,Month-to-Month,5.0,21.1,0.0
205.0,M,21.0,2022-11-09 19:48:53.716880,2024-07-11 19:48:53.723985,573.28,,Standard,One Year,3.0,13.9,0.0
,M,25.0,2021-08-10 19:48:53.716886,2024-03-11 19:48:53.723990,299.37,PayPal,Standard,One Year,,2.3,1.0
207.0,M,40.0,2021-08-01 19:48:53.716891,2023-11-29 19:48:53.723996,863.52,Debit Card,Premium,Month-to-Month,4.0,23.9,1.0
208.0,M,40.0,2021-04-03 19:48:53.716896,2024-07-27 19:48:53.724001,606.4,Credit Card,Standard,,4.0,15.7,0.0
,M,40.0,2022-08-03 19:48:53.716901,,1946.21,Debit Card,Premium,Month-to-Month,7.0,,
210.0,M,65.0,2023-09-19 19:48:53.716907,,1088.18,,Premium,Month-to-Month,6.0,17.6,0.0
211.0,F,40.0,2022-05-18 19:48:53.716912,2024-06-06 19:48:53.724017,265.58,Debit Card,Standard,One Year,5.0,18.1,1.0
212.0,M,46.0,2022-12-19 19:48:53.716918,2024-05-22 19:48:53.724023,1020.58,Credit Card,Premium,Month-to-Month,1.0,24.8,0.0
213.0,F,,2021-03-02 19:48:53.716923,2024-09-05 19:48:53.724028,465.78,PayPal,Standard,,,17.8,0.0
214.0,F,41.0,2024-08-20 19:48:53.716928,2024-07-04 19:48:53.724033,132.32,Credit Card,Standard,Two Year,4.0,10.2,
215.0,F,31.0,2020-10-01 19:48:53.716933,2024-03-19 19:48:53.724038,1227.43,Credit Card,Premium,Month-to-Month,,23.1,0.0
216.0,F,42.0,2024-07-31 19:48:53.716938,2024-08-22 19:48:53.724044,560.64,Credit Card,Standard,Month-to-Month,8.0,18.5,1.0
217.0,,27.0,2024-03-24 19:48:53.716943,,1472.14,Debit Card,Premium,Month-to-Month,0.0,28.5,1.0
218.0,M,32.0,,2024-01-30 19:48:53.724054,1263.76,PayPal,Premium,One Year,7.0,21.7,1.0
219.0,M,30.0,2021-08-25 19:48:53.716954,2024-06-17 19:48:53.724060,1304.3,Debit Card,Premium,One Year,0.0,19.1,1.0
220.0,M,35.0,2020-02-10 19:48:53.716959,2024-04-28 19:48:53.724065,,Debit Card,Standard,Month-to-Month,2.0,,1.0
221.0,F,58.0,2021-01-21 19:48:53.716964,2025-01-06 19:48:53.724070,807.04,Credit Card,Premium,One Year,,20.8,
222.0,F,18.0,2024-06-09 19:48:53.716969,2024-07-24 19:48:53.724076,894.21,Credit Card,Premium,Two Year,1.0,19.3,0.0
,M,,,2024-03-07 19:48:53.724081,1857.51,Credit Card,Premium,,6.0,19.0,1.0
224.0,F,18.0,,2024-05-24 19:48:53.724087,71.52,Credit Card,Standard,Month-to-Month,0.0,17.4,1.0
225.0,M,,2020-04-27 19:48:53.716985,2024-04-29 19:48:53.724092,1648.16,Credit Card,Premium,Two Year,1.0,,0.0
226.0,F,45.0,2024-05-02 19:48:53.716990,2024-04-06 19:48:53.724097,,Credit Card,Premium,One Year,4.0,25.2,1.0
227.0,M,35.0,2022-08-09 19:48:53.716995,2024-03-20 19:48:53.724102,1124.82,Credit Card,Premium,Two Year,6.0,17.6,0.0
228.0,M,24.0,2021-01-14 19:48:53.717001,2023-11-25 19:48:53.724108,1244.59,Credit Card,Premium,One Year,8.0,20.2,1.0
229.0,M,27.0,2023-10-13 19:48:53.717006,2024-03-18 19:48:53.724113,459.45,Credit Card,Standard,Two Year,6.0,2.2,1.0
230.0,M,41.0,2022-05-03 19:48:53.717011,2024-02-24 19:48:53.724119,1858.05,Credit Card,Premium,Month-to-Month,5.0,19.0,1.0
231.0,M,27.0,2019-08-20 19:48:53.717017,2023-12-30 19:48:53.724124,1930.29,Debit Card,,One Year,2.0,26.5,0.0
232.0,M,,2023-01-08 19:48:53.717022,2024-01-08 19:48:53.724129,594.25,PayPal,Standard,Two Year,0.0,17.8,1.0
233.0,F,35.0,2023-08-04 19:48:53.717027,2024-04-16 19:48:53.724135,903.94,Debit Card,,One Year,1.0,18.3,1.0
234.0,,28.0,,2024-11-09 19:48:53.724142,538.63,Credit Card,Standard,Month-to-Month,4.0,9.8,0.0
235.0,M,56.0,2023-07-22 19:48:53.717039,,1292.36,Credit Card,Premium,,5.0,22.1,1.0
236.0,F,41.0,2022-02-10 19:48:53.717044,2024-05-31 19:48:53.724153,,PayPal,Standard,Month-to-Month,3.0,17.6,1.0
237.0,F,18.0,2021-09-21 19:48:53.717049,,858.98,Credit Card,Premium,Month-to-Month,,26.4,1.0
,M,36.0,2024-06-27 19:48:53.717054,2023-12-27 19:48:53.724163,1029.27,Credit Card,Premium,Month-to-Month,4.0,22.7,1.0
239.0,M,,2024-10-10 19:48:53.717060,2024-04-27 19:48:53.724169,,Credit Card,Standard,One Year,0.0,13.7,0.0
240.0,M,43.0,2021-06-25 19:48:53.717065,2024-02-08 19:48:53.724174,368.63,Credit Card,Standard,One Year,1.0,17.1,1.0
241.0,M,27.0,2023-12-05 19:48:53.717072,2024-01-22 19:48:53.724180,248.31,Credit Card,Standard,Month-to-Month,7.0,1.2,1.0
242.0,F,,2023-12-14 19:48:53.717081,2024-07-21 19:48:53.724188,1260.82,,Premium,One Year,6.0,21.0,1.0
243.0,M,40.0,2022-08-10 19:48:53.717089,2024-12-22 19:48:53.724197,684.98,PayPal,Standard,,7.0,18.2,1.0
244.0,M,43.0,2020-09-15 19:48:53.717098,2024-02-14 19:48:53.724207,601.71,Credit Card,Standard,Month-to-Month,1.0,15.1,1.0
,F,22.0,2021-04-30 19:48:53.717105,2025-01-07 19:48:53.724216,1126.78,Credit Card,Premium,Month-to-Month,9.0,23.1,0.0
246.0,M,31.0,2023-06-12 19:48:53.717114,2023-12-03 19:48:53.724225,102.83,PayPal,,One Year,1.0,11.1,1.0
247.0,F,,2024-06-30 19:48:53.717123,2025-01-18 19:48:53.724234,209.08,Credit Card,Standard,Month-to-Month,0.0,7.6,1.0
248.0,,28.0,2020-03-04 19:48:53.717132,2024-09-30 19:48:53.724241,1904.91,Credit Card,Premium,Month-to-Month,9.0,22.8,1.0
249.0,F,52.0,2022-11-17 19:48:53.717141,2024-01-22 19:48:53.724246,1497.91,Debit Card,Premium,Month-to-Month,2.0,24.8,1.0
250.0,M,39.0,2020-08-27 19:48:53.717150,2024-08-20 19:48:53.724252,1440.18,,Premium,Two Year,5.0,,0.0
251.0,F,,2020-09-08 19:48:53.717159,2024-06-05 19:48:53.724257,1515.67,Credit Card,Premium,Month-to-Month,,25.7,1.0
252.0,F,44.0,2024-09-12 19:48:53.717168,,1239.23,Credit Card,Premium,One Year,4.0,27.9,0.0
253.0,M,56.0,2023-12-18 19:48:53.717174,2024-11-20 19:48:53.724267,1768.53,Credit Card,Premium,,8.0,,0.0
254.0,F,45.0,2021-07-12 19:48:53.717179,2024-06-18 19:48:53.724273,,,Premium,One Year,2.0,21.8,0.0
255.0,F,19.0,2023-09-05 19:48:53.717185,2024-07-15 19:48:53.724278,940.1,PayPal,Premium,Two Year,5.0,21.1,1.0
256.0,F,30.0,2023-04-20 19:48:53.717190,2023-11-12 19:48:53.724283,954.88,Credit Card,Premium,Month-to-Month,1.0,,0.0
257.0,F,47.0,2019-11-16 19:48:53.717195,2024-06-01 19:48:53.724288,,Credit Card,,Month-to-Month,5.0,5.7,
258.0,F,27.0,2021-10-21 19:48:53.717201,2024-04-08 19:48:53.724294,749.89,Credit Card,,Two Year,2.0,13.2,0.0
259.0,,39.0,2023-12-06 19:48:53.717206,2024-07-05 19:48:53.724299,1170.02,Credit Card,Premium,Month-to-Month,1.0,28.2,1.0
,M,42.0,2020-02-17 19:48:53.717211,2024-07-04 19:48:53.724304,696.94,PayPal,Standard,One Year,2.0,,1.0
261.0,F,25.0,2021-01-15 19:48:53.717220,2024-08-30 19:48:53.724309,1716.91,Credit Card,Premium,,1.0,28.7,1.0
262.0,M,34.0,2020-11-17 19:48:53.717229,2024-11-27 19:48:53.724315,1097.37,Credit Card,Premium,One Year,8.0,29.9,0.0
263.0,F,18.0,2023-05-31 19:48:53.717238,2024-01-08 19:48:53.724320,843.61,Credit Card,Premium,Two Year,2.0,16.6,0.0
264.0,F,24.0,,2024-11-11 19:48:53.724325,,Credit Card,,,1.0,18.5,0.0
265.0,,32.0,2019-09-06 19:48:53.717255,2024-05-13 19:48:53.724330,585.51,Credit Card,Standard,One Year,3.0,19.1,1.0
266.0,,22.0,,2024-11-27 19:48:53.724335,167.74,PayPal,,,,,0.0
267.0,F,51.0,2020-06-23 19:48:53.717274,2024-10-28 19:48:53.724341,1245.53,Credit Card,Premium,Two Year,6.0,16.5,0.0
268.0,M,20.0,2020-06-07 19:48:53.717282,,1402.04,,Premium,Month-to-Month,9.0,15.2,1.0
269.0,F,30.0,2023-06-06 19:48:53.717292,2023-09-26 19:48:53.724351,1670.56,Credit Card,Premium,Month-to-Month,3.0,17.4,0.0
270.0,M,36.0,2023-11-30 19:48:53.717301,2023-11-12 19:48:53.724357,935.88,PayPal,Premium,Two Year,7.0,29.9,1.0
271.0,F,49.0,2021-10-06 19:48:53.717310,2024-07-03 19:48:53.724362,1287.64,Credit Card,Premium,Month-to-Month,4.0,17.7,1.0
272.0,M,20.0,,2023-12-17 19:48:53.724367,1382.09,PayPal,Premium,Month-to-Month,1.0,22.5,
273.0,F,46.0,2023-01-09 19:48:53.717329,2024-08-27 19:48:53.724374,437.25,,Standard,,5.0,17.1,1.0
274.0,,35.0,2020-08-06 19:48:53.717338,2023-12-09 19:48:53.724383,656.5,Debit Card,,Two Year,4.0,,0.0
275.0,F,25.0,2021-04-13 19:48:53.717345,2024-11-02 19:48:53.724393,1006.01,Credit Card,Premium,One Year,5.0,24.1,1.0
276.0,M,39.0,2020-12-27 19:48:53.717351,2024-08-14 19:48:53.724405,648.19,Credit Card,Standard,One Year,7.0,6.3,1.0
277.0,F,36.0,2019-09-26 19:48:53.717356,2024-08-23 19:48:53.724414,1631.45,PayPal,Premium,Month-to-Month,3.0,27.9,1.0
278.0,F,28.0,2022-01-03 19:48:53.717361,2024-10-12 19:48:53.724424,1467.04,Debit Card,,One Year,8.0,19.3,0.0
279.0,M,35.0,2021-08-22 19:48:53.717367,2024-06-29 19:48:53.724432,1639.43,Debit Card,Premium,One Year,,25.3,1.0
280.0,M,,2021-05-21 19:48:53.717372,2023-11-18 19:48:53.724441,1294.42,Credit Card,Premium,,,25.1,1.0
281.0,M,36.0,2023-03-07 19:48:53.717377,2025-01-04 19:48:53.724449,119.33,Credit Card,Standard,Month-to-Month,5.0,5.2,1.0
282.0,F,41.0,2020-07-27 19:48:53.717384,2025-01-24 19:48:53.724458,1598.92,Credit Card,,Month-to-Month,2.0,15.5,0.0
283.0,F,50.0,2021-11-16 19:48:53.717393,2024-02-27 19:48:53.724466,1429.61,PayPal,Premium,Two Year,9.0,21.1,0.0
,,,2020-04-01 19:48:53.717402,,1567.25,Credit Card,Premium,One Year,,19.3,
285.0,M,56.0,2020-01-15 19:48:53.717411,2024-09-27 19:48:53.724484,1205.6,Credit Card,Premium,Two Year,0.0,27.1,0.0
,M,18.0,,2023-10-05 19:48:53.724493,726.42,PayPal,Standard,Month-to-Month,2.0,16.2,1.0
287.0,,33.0,2022-02-08 19:48:53.717430,2024-10-22 19:48:53.724502,1504.84,Credit Card,Premium,One Year,5.0,21.9,0.0
288.0,M,40.0,2020-01-07 19:48:53.717438,2025-01-08 19:48:53.724511,,Debit Card,Premium,,0.0,,0.0
289.0,,37.0,2022-11-10 19:48:53.717448,2024-06-22 19:48:53.724519,,Credit Card,Premium,,0.0,24.1,0.0
290.0,,28.0,2022-11-04 19:48:53.717453,2025-02-02 19:48:53.724528,1707.63,Credit Card,Premium,Two Year,3.0,27.4,0.0
,F,32.0,,2024-02-11 19:48:53.724537,1752.96,Credit Card,Premium,Month-to-Month,2.0,21.4,0.0
,M,30.0,2023-05-10 19:48:53.717464,,1393.52,PayPal,,Month-to-Month,3.0,,0.0
293.0,M,29.0,2020-09-08 19:48:53.717469,2025-01-14 19:48:53.724556,,Credit Card,Premium,,2.0,19.0,0.0
294.0,F,43.0,2020-08-09 19:48:53.717474,2024-12-08 19:48:53.724565,,Credit Card,Standard,One Year,1.0,11.2,1.0
295.0,F,,2024-05-28 19:48:53.717479,2024-01-12 19:48:53.724574,334.37,Debit Card,Standard,One Year,5.0,9.5,
296.0,F,,,2024-08-08 19:48:53.724583,719.89,Credit Card,Standard,Month-to-Month,4.0,9.4,
297.0,M,43.0,2020-09-11 19:48:53.717490,2023-12-03 19:48:53.724592,1875.51,Credit Card,Premium,One Year,1.0,16.4,0.0
298.0,M,,,2024-02-29 19:48:53.724598,1622.86,,Premium,Month-to-Month,2.0,25.8,0.0
299.0,F,43.0,2023-12-08 19:48:53.717500,2024-02-21 19:48:53.724603,1830.78,Credit Card,Premium,,4.0,,1.0
,F,41.0,2022-01-14 19:48:53.717505,2025-01-15 19:48:53.724609,,PayPal,Standard,One Year,,4.7,1.0
,,26.0,2022-06-11 19:48:53.717511,,1837.99,Credit Card,Premium,One Year,1.0,21.2,0.0
302.0,M,29.0,2021-07-23 19:48:53.717516,2024-03-24 19:48:53.724620,,Credit Card,Premium,Month-to-Month,0.0,18.4,1.0
303.0,,42.0,2022-12-09 19:48:53.717522,2024-12-28 19:48:53.724626,1014.0,Credit Card,Premium,Month-to-Month,7.0,23.8,1.0
304.0,F,41.0,2023-12-22 19:48:53.717527,2024-09-09 19:48:53.724631,1087.24,PayPal,Premium,Month-to-Month,6.0,20.6,1.0
305.0,M,34.0,2022-08-16 19:48:53.717532,2023-09-25 19:48:53.724636,1301.56,Credit Card,,,6.0,21.7,
306.0,M,36.0,2020-09-15 19:48:53.717537,,1101.43,Credit Card,Premium,One Year,6.0,23.1,
307.0,M,,2021-11-12 19:48:53.717543,2024-01-15 19:48:53.724648,263.25,Credit Card,Standard,Two Year,5.0,4.9,1.0
308.0,M,29.0,,2024-10-06 19:48:53.724653,961.97,Credit Card,Premium,Month-to-Month,3.0,17.3,1.0
309.0,M,40.0,2023-07-12 19:48:53.717553,2023-12-16 19:48:53.724658,1155.41,Credit Card,Premium,One Year,5.0,28.2,0.0
310.0,M,32.0,2021-03-17 19:48:53.717559,2025-01-09 19:48:53.724665,1486.74,Credit Card,,Two Year,0.0,21.5,
311.0,,32.0,2023-07-24 19:48:53.717565,2023-11-08 19:48:53.724670,1330.22,PayPal,Premium,Two Year,5.0,21.2,1.0
,F,45.0,2021-02-17 19:48:53.717570,2024-08-19 19:48:53.724676,1216.06,Credit Card,Premium,Month-to-Month,6.0,15.5,1.0
,M,43.0,2022-08-05 19:48:53.717575,2024-03-18 19:48:53.724681,599.7,Debit Card,Standard,,4.0,10.5,1.0
314.0,M,43.0,,2024-06-24 19:48:53.724687,1872.21,Debit Card,Premium,Month-to-Month,2.0,,1.0
315.0,F,48.0,2021-08-19 19:48:53.717585,2025-02-03 19:48:53.724697,607.86,Credit Card,,Month-to-Month,2.0,11.6,1.0
316.0,F,35.0,2022-12-30 19:48:53.717591,2024-04-03 19:48:53.724706,1198.4,Credit Card,Premium,Month-to-Month,,25.6,1.0
317.0,M,41.0,2024-02-08 19:48:53.717596,2024-05-19 19:48:53.724715,1693.33,Credit Card,,Month-to-Month,5.0,17.7,0.0
318.0,M,31.0,,,130.06,PayPal,Standard,Month-to-Month,7.0,5.8,1.0
319.0,,38.0,2020-11-13 19:48:53.717607,2023-12-29 19:48:53.724732,956.38,Credit Card,Premium,Month-to-Month,2.0,27.2,1.0
320.0,,33.0,2019-12-25 19:48:53.717612,2024-01-05 19:48:53.724738,1214.75,,Premium,Month-to-Month,6.0,29.2,1.0
321.0,F,35.0,2021-05-11 19:48:53.717617,2024-12-18 19:48:53.724743,1769.24,Credit Card,Premium,Two Year,4.0,17.0,0.0
322.0,F,40.0,,2023-12-23 19:48:53.724749,1095.62,PayPal,Premium,Two Year,7.0,22.5,1.0
323.0,F,26.0,2019-09-11 19:48:53.717627,2024-03-28 19:48:53.724754,59.97,PayPal,Standard,Month-to-Month,4.0,5.1,1.0
324.0,F,55.0,2022-09-18 19:48:53.717633,2024-01-30 19:48:53.724760,958.05,Credit Card,Premium,Two Year,4.0,,
325.0,M,24.0,2019-12-08 19:48:53.717638,2024-04-19 19:48:53.724766,,,,,4.0,7.2,1.0
326.0,M,22.0,2020-05-28 19:48:53.717643,2024-03-09 19:48:53.724771,510.69,Credit Card,Standard,One Year,6.0,3.7,1.0
327.0,F,46.0,2024-04-30 19:48:53.717648,,,Credit Card,Premium,Month-to-Month,9.0,25.6,1.0
328.0,F,,2024-08-22 19:48:53.717654,2024-05-19 19:48:53.724782,448.68,Debit Card,Standard,One Year,0.0,11.1,1.0
329.0,M,41.0,2022-07-30 19:48:53.717659,,1433.1,Credit Card,Premium,Two Year,0.0,17.2,0.0
330.0,F,,2021-01-24 19:48:53.717664,2024-05-02 19:48:53.724792,527.79,,Standard,One Year,8.0,1.2,
331.0,M,34.0,2024-05-09 19:48:53.717669,2024-02-11 19:48:53.724798,1079.83,,Premium,Month-to-Month,4.0,27.1,0.0
332.0,M,,2023-07-11 19:48:53.717674,2024-07-14 19:48:53.724803,1837.28,Debit Card,Premium,One Year,5.0,17.6,0.0
,M,35.0,2023-05-12 19:48:53.717680,2024-08-03 19:48:53.724808,,PayPal,Premium,One Year,3.0,,0.0
334.0,M,28.0,2021-01-05 19:48:53.717685,2024-08-13 19:48:53.724813,1632.96,PayPal,Premium,One Year,0.0,20.1,0.0
,F,44.0,2021-09-22 19:48:53.717690,2023-11-24 19:48:53.724819,819.35,PayPal,Premium,Month-to-Month,6.0,23.8,1.0
,M,33.0,2023-08-15 19:48:53.717695,,304.4,Credit Card,Standard,Month-to-Month,6.0,7.0,1.0
337.0,F,26.0,2022-07-15 19:48:53.717701,2024-01-21 19:48:53.724829,1222.05,Credit Card,,Two Year,2.0,16.3,0.0
338.0,F,31.0,2024-03-14 19:48:53.717706,2024-04-01 19:48:53.724834,1452.18,Credit Card,Premium,Two Year,2.0,18.3,1.0
339.0,,39.0,2020-10-20 19:48:53.717711,2023-10-25 19:48:53.724840,67.46,Credit Card,Standard,Month-to-Month,7.0,4.6,1.0
,,29.0,2023-08-12 19:48:53.717716,2023-12-17 19:48:53.724845,,Credit Card,Premium,Two Year,0.0,21.4,0.0
341.0,M,26.0,2023-09-27 19:48:53.717722,2024-11-27 19:48:53.724850,182.05,Debit Card,Standard,Month-to-Month,7.0,13.5,1.0
342.0,M,,2022-10-30 19:48:53.717727,,544.86,Credit Card,Standard,One Year,2.0,6.0,1.0
343.0,F,,2020-06-05 19:48:53.717732,2024-10-23 19:48:53.724861,,Credit Card,Standard,One Year,4.0,1.2,0.0
344.0,F,29.0,2024-08-04 19:48:53.717737,2024-06-03 19:48:53.724866,453.88,Credit Card,Standard,Two Year,8.0,10.9,0.0
345.0,M,30.0,2020-05-02 19:48:53.717746,2024-08-27 19:48:53.724871,1689.06,Credit Card,Premium,Two Year,,24.1,0.0
346.0,F,37.0,2020-07-05 19:48:53.717755,2024-07-19 19:48:53.724877,1594.23,,Premium,Month-to-Month,3.0,29.4,1.0
347.0,M,20.0,2021-12-25 19:48:53.717764,2024-07-03 19:48:53.724882,,Credit Card,Standard,Two Year,5.0,12.2,0.0
,F,20.0,2019-10-21 19:48:53.717771,2023-11-28 19:48:53.724887,1770.63,Credit Card,Premium,,2.0,22.1,1.0
349.0,M,27.0,2019-10-05 19:48:53.717781,2024-07-07 19:48:53.724893,1153.64,PayPal,Premium,One Year,2.0,23.6,1.0
350.0,,,2022-12-04 19:48:53.717789,2025-01-19 19:48:53.724898,1485.46,Credit Card,Premium,One Year,9.0,28.9,0.0
351.0,M,38.0,2023-06-22 19:48:53.717796,2023-09-25 19:48:53.724903,598.86,,Standard,One Year,6.0,16.7,1.0
352.0,F,49.0,2021-04-14 19:48:53.717803,2024-01-29 19:48:53.724909,1254.75,Credit Card,,,5.0,19.8,
353.0,F,43.0,2020-07-31 19:48:53.717813,2024-03-09 19:48:53.724920,1163.32,,Premium,Two Year,2.0,18.6,0.0
354.0,F,33.0,2021-09-09 19:48:53.717825,2024-07-14 19:48:53.724934,1351.22,Debit Card,Premium,Month-to-Month,0.0,18.9,1.0
,M,34.0,2022-03-02 19:48:53.717834,2024-02-05 19:48:53.724941,1781.56,PayPal,Premium,Month-to-Month,,22.6,0.0
356.0,M,24.0,,2023-10-03 19:48:53.724946,1915.91,Credit Card,Premium,One Year,4.0,,1.0
,M,34.0,2021-11-11 19:48:53.717852,2024-12-27 19:48:53.724952,1454.1,PayPal,Premium,Month-to-Month,6.0,22.5,0.0
358.0,M,,2024-09-17 19:48:53.717862,2024-11-07 19:48:53.724957,1593.76,Credit Card,Premium,Two Year,4.0,16.0,0.0
359.0,M,38.0,2021-02-05 19:48:53.717871,2023-12-02 19:48:53.724962,723.59,Credit Card,Standard,,7.0,14.7,1.0
360.0,F,26.0,2023-01-26 19:48:53.717882,2024-05-24 19:48:53.724967,918.26,Credit Card,Premium,Month-to-Month,0.0,27.1,0.0
361.0,F,,2024-05-07 19:48:53.717889,,193.34,,Standard,Two Year,2.0,6.5,0.0
362.0,M,50.0,2020-07-09 19:48:53.717894,2024-05-26 19:48:53.724977,570.03,Credit Card,Standard,One Year,1.0,13.6,0.0
363.0,M,33.0,2024-02-11 19:48:53.717900,2024-07-03 19:48:53.724983,1788.49,PayPal,Premium,Month-to-Month,3.0,21.4,1.0
364.0,M,39.0,2023-05-29 19:48:53.717905,2024-02-02 19:48:53.724988,1828.43,Debit Card,Premium,One Year,0.0,28.3,0.0
365.0,F,41.0,2022-10-28 19:48:53.717910,2024-04-07 19:48:53.724993,1298.13,Credit Card,Premium,One Year,9.0,,0.0
366.0,M,,2023-05-23 19:48:53.717915,2024-08-16 19:48:53.724998,80.58,Credit Card,Standard,One Year,1.0,11.0,0.0
367.0,F,37.0,2022-07-11 19:48:53.717921,,1325.34,Credit Card,Premium,Month-to-Month,8.0,25.4,1.0
368.0,M,35.0,2024-07-02 19:48:53.717926,2023-10-05 19:48:53.725013,1076.88,Credit Card,Premium,Two Year,3.0,28.3,0.0
369.0,F,35.0,2024-04-26 19:48:53.717931,2023-09-25 19:48:53.725022,1149.44,Credit Card,Premium,Two Year,9.0,22.4,0.0
,F,27.0,2019-08-17 19:48:53.717940,2023-10-22 19:48:53.725031,1726.72,Credit Card,Premium,One Year,4.0,19.7,1.0
371.0,M,35.0,2021-09-13 19:48:53.717949,2024-01-17 19:48:53.725041,890.63,PayPal,Premium,Month-to-Month,8.0,26.3,1.0
,F,39.0,2024-05-18 19:48:53.717958,2024-08-10 19:48:53.725050,1793.1,Credit Card,Premium,Two Year,0.0,18.3,0.0
,M,49.0,2020-06-07 19:48:53.717965,,347.86,Credit Card,,One Year,,8.4,1.0
374.0,F,44.0,2020-01-26 19:48:53.717970,2024-07-31 19:48:53.725069,1515.28,Credit Card,Premium,One Year,8.0,28.0,0.0
,M,56.0,2023-05-03 19:48:53.717976,2023-10-13 19:48:53.725075,907.58,Credit Card,Premium,Month-to-Month,,25.9,0.0
376.0,F,27.0,2020-05-30 19:48:53.717981,2023-09-25 19:48:53.725080,1204.83,,,Two Year,0.0,21.1,0.0
377.0,F,43.0,2021-05-15 19:48:53.717986,2025-01-20 19:48:53.725086,80.86,PayPal,Standard,One Year,3.0,5.1,0.0
,F,36.0,2022-07-11 19:48:53.717991,2024-04-18 19:48:53.725091,1953.85,Credit Card,Premium,Month-to-Month,8.0,20.3,1.0
379.0,F,56.0,,2023-09-26 19:48:53.725096,647.74,PayPal,Standard,Month-to-Month,4.0,6.4,1.0
380.0,M,26.0,2021-10-29 19:48:53.718002,2024-03-22 19:48:53.725101,1351.56,Credit Card,,Two Year,4.0,17.6,0.0
381.0,M,26.0,2019-10-21 19:48:53.718011,,1068.32,Credit Card,Premium,Month-to-Month,,26.1,0.0
382.0,M,29.0,2023-08-07 19:48:53.718021,,1920.15,Credit Card,Premium,Two Year,0.0,18.8,0.0
383.0,M,18.0,,2024-07-11 19:48:53.725117,1213.52,,Premium,One Year,7.0,21.8,0.0
384.0,F,29.0,2023-05-14 19:48:53.718033,2024-08-19 19:48:53.725122,,Credit Card,Premium,One Year,0.0,20.8,1.0
385.0,M,27.0,,2024-03-11 19:48:53.725128,1475.8,PayPal,Premium,Month-to-Month,5.0,29.7,1.0
386.0,F,36.0,2022-10-20 19:48:53.718045,2024-04-30 19:48:53.725133,755.58,Credit Card,Standard,Month-to-Month,8.0,8.4,1.0
387.0,F,38.0,2023-07-21 19:48:53.718053,2023-10-27 19:48:53.725138,804.6,PayPal,,Two Year,1.0,16.2,
388.0,F,53.0,2023-09-27 19:48:53.718062,,1085.75,Credit Card,Premium,Month-to-Month,5.0,16.3,1.0
389.0,M,44.0,,,1926.14,PayPal,Premium,One Year,0.0,23.9,0.0
390.0,F,29.0,2020-07-05 19:48:53.718080,,1005.3,Credit Card,Premium,,5.0,24.0,1.0
391.0,F,26.0,2020-03-21 19:48:53.718086,2025-01-31 19:48:53.725160,935.89,,Premium,Month-to-Month,1.0,21.3,
392.0,,39.0,2020-06-29 19:48:53.718091,2024-11-06 19:48:53.725165,1484.22,Credit Card,,,6.0,21.5,0.0
393.0,F,21.0,2023-09-28 19:48:53.718097,2023-11-09 19:48:53.725170,1834.21,Credit Card,Premium,One Year,2.0,15.8,0.0
394.0,F,53.0,2023-12-06 19:48:53.718102,,1372.53,Credit Card,Premium,Two Year,3.0,22.7,0.0
395.0,M,46.0,2021-10-08 19:48:53.718108,2024-03-30 19:48:53.725181,1993.48,PayPal,Premium,Month-to-Month,4.0,,1.0
396.0,M,30.0,2022-10-08 19:48:53.718113,2025-01-19 19:48:53.725186,1615.01,Credit Card,,Month-to-Month,,17.2,0.0
397.0,M,18.0,2021-10-29 19:48:53.718118,2024-06-22 19:48:53.725191,,PayPal,Premium,Month-to-Month,,16.6,0.0
398.0,M,,2021-07-25 19:48:53.718126,,1991.4,Credit Card,Premium,One Year,2.0,16.9,0.0
399.0,M,33.0,2023-01-24 19:48:53.718136,2023-10-27 19:48:53.725207,332.24,Credit Card,Standard,Month-to-Month,5.0,2.9,1.0
400.0,M,47.0,2024-03-27 19:48:53.718144,2025-01-06 19:48:53.725216,1144.88,Credit Card,Premium,Two Year,,24.1,0.0
401.0,M,19.0,,2024-09-06 19:48:53.725224,1469.46,Debit Card,,One Year,5.0,17.9,0.0
402.0,M,,,2024-06-04 19:48:53.725236,1165.17,PayPal,Premium,One Year,1.0,18.8,0.0
403.0,,35.0,2021-02-06 19:48:53.718164,2024-05-10 19:48:53.725246,78.3,Debit Card,Standard,Month-to-Month,3.0,4.3,1.0
404.0,M,35.0,2019-12-05 19:48:53.718170,2024-11-17 19:48:53.725256,11.13,Credit Card,Standard,Two Year,1.0,19.2,0.0
405.0,F,30.0,2023-10-24 19:48:53.718175,2023-11-29 19:48:53.725265,1339.5,,Premium,Month-to-Month,6.0,27.8,1.0
406.0,M,41.0,2019-08-30 19:48:53.718181,2024-04-21 19:48:53.725276,671.12,PayPal,Standard,Month-to-Month,2.0,5.4,0.0
407.0,M,24.0,2020-06-02 19:48:53.718186,2024-09-04 19:48:53.725285,1486.78,Credit Card,Premium,,7.0,19.9,0.0
,M,33.0,2020-03-01 19:48:53.718191,2024-05-03 19:48:53.725294,1999.05,PayPal,Premium,One Year,7.0,18.1,1.0
409.0,M,36.0,2024-09-08 19:48:53.718197,2023-12-31 19:48:53.725302,236.61,Debit Card,Standard,Month-to-Month,1.0,10.3,1.0
